NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%,,,,,,,,,,,,,,,,,,,,
Festus Ezeli,Gol,C,25,46,10.9,22.8,18,0.156,78,0.628,139,3.02173913,0.547,1.652891304,0,0,0,0,3.02173913,1.652891304,0.547,0.58,4.4,3.4,16.6,0.2,2.5,0.15,0.91,5.3,1.064869565,19.89867565,16.11272287,0.547,,,,,,,,,,,,,,,,,,,,
Francisco Garcia,Hou,SF,33,14,14.3,29.8,16.4,0.134,4,0.25,18,1.285714286,0.389,0.500142857,45,3.214285714,0.222,0.713571429,4.5,1.213714286,0.269714286,0.347,3.2,1.2,4.7,1.1,11,0.64,0.36,4.5,0.071428571,6.223132062,5.039109338,0.349,,,,,,,,,,,,,,,,,,,,
Furkan Aldemir,Phi,PF,23,41,13.2,27.5,8.8,0.159,27,0.481,73,1.780487805,0.548,0.975707317,5,0.12195122,0,0,1.902439024,0.975707317,0.512871795,0.517,2.3,4.3,17.7,0.7,8.3,0.41,0.39,5.8,0.316756098,13.50005755,10.93151574,0.512871795,,,,,,,,,,,,,,,,,,,,
Gal Mekel,Nor,PG,26,4,10.9,22.6,23.5,0.091,0,0,17,4.25,0.176,0.748,3,0.75,0,0,5,0.748,0.1496,0.15,1.5,0.3,1.3,3.3,41.7,0.5,0,4.2,0,0.860499782,0.696779763,0.1496,,,,,,,,,,,,,,,,,,,,
Garrett Temple,Was,SG,28,52,14.1,29.5,14.1,0.151,48,0.729,82,1.576923077,0.427,0.673346154,88,1.692307692,0.375,0.634615385,3.269230769,1.307961538,0.400082353,0.534,3.9,1.7,6.9,1.1,11,0.81,0.17,5.5,0.672923077,13.17448595,10.66788789,0.497141176,,,,,,,,,,,,,,,,,,,,
Gary Harris,Den,SG,20,55,13.1,27.2,16.8,0.138,47,0.745,114,2.072727273,0.395,0.818727273,103,1.872727273,0.204,0.382036364,3.945454545,1.200763636,0.304341014,0.395,3.4,1.2,4.8,0.5,5.9,0.71,0.13,3.9,0.636636364,7.019802266,5.684203838,0.35275576,,,,,,,,,,,,,,,,,,,,
Gary Neal,Cha,SG,30,43,21.6,45.1,24.7,0.11,102,0.863,265,6.162790698,0.392,2.415813953,133,3.093023256,0.293,0.906255814,9.255813953,3.322069767,0.358917085,0.466,9.6,2.2,5.6,1.9,14.9,0.37,0.02,6.3,2.047116279,13.41089833,10.85932009,0.407873116,,,,,,,,,,,,,,,,,,,,
Gary Neal,Min,SG,30,11,23.8,49.5,22.1,0.077,33,0.879,74,6.727272727,0.459,3.087818182,31,2.818181818,0.355,1.000454545,9.545454545,4.088272727,0.428295238,0.544,11.8,3.2,7.6,1.8,13.1,0.64,0,6.9,2.637,18.43990408,14.93149943,0.4807,,,,,,,,,,,,,,,,,,,,
George Hill,Ind,PG,28,43,29.5,61.4,24.1,0.103,143,0.79,342,7.953488372,0.544,4.326697674,193,4.488372093,0.358,1.606837209,12.44186047,5.933534884,0.476900935,0.579,16.1,4.2,7.8,5.1,31.4,1.02,0.33,9.5,2.627209302,25.46251221,20.61797529,0.541474766,,,,,,,,,,,,,,,,,,,,
Gerald Green,Pho,SG,29,74,19.5,40.7,28.9,0.111,120,0.825,391,5.283783784,0.478,2.525648649,387,5.22972973,0.354,1.851324324,10.51351351,4.376972973,0.416318766,0.532,11.9,2.5,7,1.2,10.9,0.57,0.16,6.8,1.337837838,19.8836786,16.10057918,0.504363753,,,,,,,,,,,,,,,,,,,,
Gerald Henderson,Cha,SG,27,80,28.9,60.3,21,0.105,217,0.848,711,8.8875,0.457,4.0615875,136,1.7,0.331,0.5627,10.5875,4.6242875,0.436768595,0.514,12.1,3.4,6.5,2.6,15.6,0.64,0.28,6.6,2.3002,16.2219233,13.1355151,0.463342385,,,,,,,,,,,,,,,,,,,,
Gerald Wallace,Bos,SF,32,32,8.9,18.6,9.1,0.307,15,0.4,31,0.96875,0.419,0.40590625,3,0.09375,0.333,0.03121875,1.0625,0.437125,0.411411765,0.431,1.1,1.8,10.9,0.3,5.1,0.47,0.13,3.8,0.1875,7.02352878,5.68722134,0.426102941,,,,,,,,,,,,,,,,,,,,
Giannis Antetokounmpo,Mil,SG,20,81,31.4,65.3,20,0.156,347,0.741,736,9.086419753,0.511,4.643160494,44,0.543209877,0.159,0.08637037,9.62962963,4.729530864,0.49114359,0.552,12.7,6.7,12.2,2.6,13.1,0.9,1.05,7.7,3.174407407,20.39802479,16.51706506,0.495628205,,,,,,,,,,,,,,,,,,,,
Gigi Datome,Det,SF,27,3,5.8,12.1,36,0.143,0,0,8,2.666666667,0.5,1.333333333,4,1.333333333,0.25,0.333333333,4,1.666666667,0.416666667,0.458,3.7,1.3,12.4,0.7,23.8,0.33,0,10.3,0,18.16282234,14.70713569,0.458333333,,,,,,,,,,,,,,,,,,,,
Gigi Datome,Bos,SF,27,18,10.7,22.2,19.5,0.083,1,1,41,2.277777778,0.512,1.166222222,36,2,0.472,0.944,4.277777778,2.110222222,0.493298701,0.607,5.2,1.4,7.1,0.4,6,0.06,0.39,5.3,0.055555556,16.43174995,13.30541981,0.603636364,,,,,,,,,,,,,,,,,,,,
Glen Davis,Lac,PF,29,74,12.2,25.5,17,0.116,95,0.632,251,3.391891892,0.466,1.580621622,4,0.054054054,0,0,3.445945946,1.580621622,0.458690196,0.495,4,2.3,10.5,0.5,6.3,0.55,0.28,5.5,0.811351351,13.53402668,10.95902185,0.458690196,,,,,,,,,,,,,,,,,,,,
Glen Rice Jr.,Was,SG,24,5,8.5,17.8,21.2,0.102,6,0.667,8,1.6,0.25,0.4,7,1.4,0.143,0.2002,3,0.6002,0.200066667,0.312,2.2,0.8,5.3,0.4,6.6,0,0,4.2,0.8004,-0.842236068,-0.681990932,0.233433333,,,,,,,,,,,,,,,,,,,,
Glenn Robinson,Phi,SG,21,10,15.3,31.9,15.8,0.147,8,0.5,30,3,0.467,1.401,13,1.3,0.308,0.4004,4.3,1.8014,0.418930233,0.473,4.4,2.5,8.8,0.8,9,0.3,0.1,5.4,0.4,10.22980987,8.28347043,0.465488372,,,,,,,,,,,,,,,,,,,,
Goran Dragic,Mia,SG,28,26,34.8,72.5,22.6,0.138,104,0.808,250,9.615384615,0.552,5.307692308,73,2.807692308,0.329,0.923730769,12.42307692,6.231423077,0.501600619,0.586,16.6,3.4,5.9,5.3,27.8,1.08,0.27,7.7,3.232,22.13467777,17.92329977,0.538778638,,,,,,,,,,,,,,,,,,,,
Goran Dragic,Pho,SG,28,52,33.4,69.5,21.9,0.134,130,0.746,493,9.480769231,0.556,5.271307692,186,3.576923077,0.355,1.269807692,13.05769231,6.541115385,0.500939617,0.573,16.2,3.6,5.8,4.1,20.2,0.96,0.17,7.4,1.865,20.75317121,16.80464078,0.549562592,,,,,,,,,,,,,,,,,,,,
Gordon Hayward,Uta,SF,24,76,34.4,71.8,26.7,0.138,462,0.812,757,9.960526316,0.481,4.791013158,330,4.342105263,0.364,1.580526316,14.30263158,6.371539474,0.445480221,0.567,19.3,4.9,8.2,4.1,21.8,1.42,0.39,8.5,4.936105263,24.2950534,19.67263899,0.500733211,,,,,,,,,,,,,,,,,,,,
Gorgui Dieng,Min,C,25,73,30,62.6,15.2,0.169,244,0.783,506,6.931506849,0.51,3.535068493,6,0.082191781,0.167,0.013726027,7.01369863,3.548794521,0.505980469,0.573,9.7,8.4,15.9,2,10.5,0.97,1.71,7.3,2.617150685,20.67296697,16.73969632,0.506958984,,,,,,,,,,,,,,,,,,,,
Grant Jerrett,Okc,PF,21,5,5,10.3,33.5,0.105,0,0,4,0.8,0.5,0.4,13,2.6,0.077,0.2002,3.4,0.6002,0.176529412,0.206,1.4,0.8,8.7,0.2,5.9,0,0.4,4.9,0,-8.644128985,-6.999483645,0.205970588,,,,,,,,,,,,,,,,,,,,
Grant Jerrett,Uta,PF,21,3,8.7,18.2,18.6,0.096,1,1,7,2.333333333,0.571,1.332333333,2,0.666666667,0,0,3,1.332333333,0.444111111,0.477,3,1.7,11,0.7,13.1,0.67,0,7,0.333333333,14.70611708,11.90810851,0.444111111,,,,,,,,,,,,,,,,,,,,
Greg Monroe,Det,PF,24,69,31,64.5,24.2,0.13,336,0.75,853,12.36231884,0.496,6.131710145,0,0,0,0,12.36231884,6.131710145,0.496,0.549,15.9,10.2,17.9,2.1,11.7,1.13,0.49,9,3.652173913,25.05304648,20.28641514,0.496,,,,,,,,,,,,,,,,,,,,
Greg Smith,Dal,PF,24,42,8.6,18,9.6,0.143,39,0.513,49,1.166666667,0.612,0.714,0,0,0,0,1.166666667,0.714,0.612,0.605,1.9,1.9,11.9,0.2,3.4,0.17,0.26,4.2,0.476357143,10.40750978,8.427360883,0.612,,,,,,,,,,,,,,,,,,,,
Greivis Vasquez,Tor,PG,28,82,24.3,50.6,20.1,0.136,66,0.758,374,4.56097561,0.436,1.988585366,351,4.280487805,0.379,1.622304878,8.841463415,3.610890244,0.408404138,0.514,9.5,2.6,6.3,3.7,23.9,0.56,0.12,7.4,0.610097561,16.47005786,13.3364392,0.500148276,,,,,,,,,,,,,,,,,,,,
Harrison Barnes,Gol,SF,22,82,28.3,58.9,15.1,0.09,150,0.72,441,5.37804878,0.519,2.791207317,215,2.62195122,0.405,1.061890244,8,3.853097561,0.481637195,0.573,10.1,5.5,10.5,1.4,6.9,0.74,0.23,6,1.317073171,16.27046474,13.17482097,0.548005335,,,,,,,,,,,,,,,,,,,,
Hassan Whiteside,Mia,C,25,48,23.8,49.6,21.5,0.113,156,0.5,387,8.0625,0.628,5.06325,0,0,0,0,8.0625,5.06325,0.628,0.619,11.8,10,25.3,0.1,1,0.58,2.54,3.8,1.625,28.72510215,23.25981982,0.628,,,,,,,,,,,,,,,,,,,,
Hedo Turkoglu,Lac,SF,35,62,11.4,23.7,14.4,0.131,11,0.545,49,0.790322581,0.469,0.37066129,139,2.241935484,0.432,0.968516129,3.032258065,1.339177419,0.441643617,0.602,3.7,1.6,7.9,0.6,7.5,0.31,0.11,5.4,0.096693548,12.60714528,10.20849033,0.601345745,,,,,,,,,,,,,,,,,,,,
