NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTAT,FTA,FTM,FT%,2PAT,2PA,2PM,2P%,3PAT,3PA,3PM,3P%,FGA,FGM,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TO,VI,ORTG,DRTG,PER_n,PER
Jalen Brunson,Dal,G,24.71,68.00,25.00,52.00,20.20,10.30,151.00,2.22,1.77,0.80,427.00,6.28,3.63,0.58,200.00,2.94,1.19,0.41,9.22,4.82,0.59,0.62,12.60,3.40,7.50,3.50,21.30,0.51,0.01,1.18,8.50,123.00,110.70,20.20,15.15
Elijah Bryant,Mil,G,20.00,1.00,31.60,65.80,24.30,21.80,3.00,3.00,3.00,1.00,8.00,8.00,5.00,0.63,5.00,5.00,1.00,0.20,13.00,6.00,0.50,0.56,16.00,6.00,10.00,3.00,12.80,0.00,1.00,4.00,8.40,98.90,103.80,14.62,10.97
Thomas Bryant,Was,C-F,23.80,10.00,27.10,56.40,17.20,9.80,24.00,2.40,1.60,0.67,70.00,7.00,5.00,0.71,21.00,2.10,0.90,0.43,9.10,5.90,0.70,0.70,14.30,6.10,11.90,1.50,8.20,0.40,0.80,1.10,7.50,131.10,104.90,23.46,17.60
Reggie Bullock,Nyk,G-F,30.17,65.00,30.00,62.50,14.40,7.10,55.00,0.85,0.77,0.91,163.00,2.51,1.31,0.52,398.00,6.12,2.51,0.41,8.63,3.82,0.59,0.61,10.90,3.40,6.20,1.50,7.40,0.80,0.17,0.69,5.10,118.40,105.20,13.69,10.27
Trey Burke,Dal,G,28.51,62.00,14.70,30.60,19.90,8.00,57.00,0.92,0.82,0.90,189.00,3.05,1.50,0.49,164.00,2.65,0.94,0.35,5.69,2.44,0.51,0.54,6.60,0.90,3.30,1.30,12.90,0.60,0.10,0.53,5.40,110.00,110.70,14.00,10.50
Alec Burks,Nyk,G,29.83,49.00,25.60,53.30,21.40,8.20,118.00,2.41,2.06,0.86,254.00,5.18,2.20,0.43,246.00,5.02,2.08,0.42,10.20,4.29,0.52,0.56,12.70,4.60,9.80,2.20,13.20,0.63,0.29,1.00,7.90,113.50,102.90,18.40,13.80
Jimmy Butler,Mia,F,31.67,52.00,33.60,69.90,26.60,10.60,416.00,8.00,6.90,0.86,634.00,12.19,6.56,0.54,102.00,1.96,0.48,0.25,14.15,7.04,0.51,0.61,21.50,6.90,11.80,7.10,35.10,2.08,0.35,2.10,12.10,127.00,107.80,30.73,23.05
Bruno Caboclo,Hou,F,25.65,6.00,6.10,12.60,25.60,18.30,2.00,0.33,0.17,0.50,12.00,2.00,1.33,0.67,5.00,0.83,0.00,0.00,2.83,1.33,0.47,0.48,2.80,2.30,20.50,0.20,4.60,0.00,0.33,0.67,7.10,83.10,98.60,10.14,7.60
Devontae Cacok,Lal,F,24.60,20.00,4.90,10.20,16.90,10.60,11.00,0.55,0.25,0.46,29.00,1.45,0.85,0.59,0.00,0.00,0.00,0.00,1.45,0.85,0.59,0.58,2.00,1.60,17.80,0.10,1.50,0.25,0.20,0.20,5.60,112.80,98.80,14.53,10.90
Kentavious Caldwell-Pope,Lal,G,28.24,67.00,28.40,59.10,14.20,10.90,112.00,1.67,1.45,0.87,211.00,3.15,1.46,0.46,293.00,4.37,1.79,0.41,7.52,3.25,0.55,0.59,9.70,2.70,5.30,1.90,9.20,0.93,0.39,1.01,5.20,113.90,105.50,13.10,9.83
Facundo Campazzo,Den,G,30.15,65.00,21.90,45.70,13.10,17.10,91.00,1.40,1.23,0.88,99.00,1.52,0.68,0.44,216.00,3.32,1.17,0.35,4.85,1.85,0.50,0.56,6.10,2.10,5.30,3.60,20.20,1.22,0.22,1.12,6.50,116.10,105.90,14.06,10.55
Vlatko Cancar,Den,F,24.10,41.00,6.90,14.30,14.40,15.10,13.00,0.32,0.24,0.77,40.00,0.98,0.59,0.60,33.00,0.80,0.22,0.27,1.78,0.81,0.51,0.54,2.10,1.20,10.30,0.30,6.40,0.27,0.05,0.34,5.30,103.50,108.80,7.81,5.85
Devin Cannady,Orl,G,24.99,8.00,9.30,19.30,19.20,6.00,7.00,0.88,0.75,0.86,12.00,1.50,0.63,0.42,16.00,2.00,0.75,0.38,3.50,1.38,0.50,0.55,4.30,0.60,3.50,0.10,2.10,0.63,0.13,0.25,2.70,105.20,103.80,12.35,9.27
Clint Capela,Atl,C,27.00,63.00,30.10,62.80,19.90,8.40,227.00,3.60,2.06,0.57,696.00,11.05,6.57,0.60,0.00,0.00,0.00,0.00,11.05,6.57,0.60,0.60,15.20,14.30,26.00,0.80,4.10,0.70,2.05,1.16,7.40,124.30,103.30,27.45,20.59
Vernon Carey Jr.,Cha,F-C,20.22,19.00,6.00,12.60,17.20,10.90,11.00,0.58,0.47,0.82,29.00,1.53,0.89,0.59,7.00,0.37,0.05,0.14,1.89,0.95,0.51,0.56,2.40,1.40,12.80,0.10,2.60,0.05,0.26,0.26,4.60,107.10,104.00,11.15,8.36
Wendell Carter Jr.,Chi,C-F,22.09,32.00,24.70,51.50,19.20,14.00,111.00,3.47,2.56,0.74,230.00,7.19,3.78,0.53,22.00,0.69,0.25,0.36,7.88,4.03,0.53,0.58,10.90,7.80,17.40,2.20,12.30,0.56,0.75,1.53,9.30,114.80,100.90,20.46,15.35
Wendell Carter Jr.,Orl,C-F,22.09,22.00,26.50,55.30,19.50,11.00,68.00,3.09,2.23,0.72,176.00,8.00,4.27,0.53,29.00,1.32,0.32,0.24,9.32,4.59,0.51,0.55,11.70,8.80,17.20,1.60,9.70,0.77,0.82,1.32,8.30,111.80,106.00,20.17,15.13
Jevon Carter,Pho,G,25.67,60.00,11.90,24.90,15.00,6.60,7.00,0.12,0.07,0.57,72.00,1.20,0.63,0.53,151.00,2.52,0.93,0.37,3.72,1.57,0.55,0.55,4.10,1.50,7.30,1.20,13.00,0.48,0.15,0.27,6.50,115.10,106.70,13.40,10.05
Michael Carter-Williams,Orl,G,29.60,31.00,25.80,53.70,20.20,18.40,80.00,2.58,1.58,0.61,209.00,6.74,2.91,0.43,61.00,1.97,0.48,0.25,8.71,3.39,0.42,0.45,8.80,4.50,9.00,4.10,24.10,0.81,0.55,2.23,8.50,92.30,106.70,12.26,9.20
Alex Caruso,Lal,G,27.21,58.00,21.00,43.70,14.80,18.30,76.00,1.31,0.85,0.65,168.00,2.90,1.34,0.46,137.00,2.36,0.95,0.40,5.26,2.29,0.53,0.55,6.40,2.90,7.80,2.80,18.10,1.10,0.26,1.31,7.10,105.90,100.30,13.67,10.25
Willie Cauley-Stein,Dal,C,27.75,53.00,17.10,35.60,12.00,11.80,78.00,1.47,0.92,0.63,171.00,3.23,2.15,0.67,11.00,0.21,0.02,0.09,3.43,2.17,0.64,0.65,5.30,4.50,14.40,0.70,5.30,0.40,0.81,0.55,6.00,128.00,99.50,16.70,12.52
Chris Chiozza,Bro,G,25.49,22.00,10.60,22.00,20.90,14.40,17.00,0.77,0.59,0.77,46.00,2.09,0.82,0.39,42.00,1.91,0.59,0.31,4.00,1.41,0.43,0.46,4.00,1.10,5.70,3.00,36.90,0.32,0.27,0.73,8.90,107.20,109.60,14.86,11.14
Marquese Chriss,Gol,F,23.87,2.00,13.40,27.80,28.40,11.30,4.00,2.00,1.00,0.50,9.00,4.50,2.00,0.44,5.00,2.50,0.50,0.20,7.00,2.50,0.39,0.41,6.50,6.50,25.90,1.00,11.20,0.00,1.00,1.00,10.40,87.70,97.50,16.65,12.49
Brandon Clarke,Mem,F-G,24.66,59.00,24.00,50.00,17.30,5.70,113.00,1.92,1.32,0.69,418.00,7.08,4.00,0.57,77.00,1.31,0.34,0.26,8.39,4.34,0.54,0.56,10.30,5.60,12.30,1.60,9.50,1.03,0.86,0.56,7.50,118.60,107.70,20.36,15.27
Gary Clark,Orl,F,26.50,35.00,18.20,37.90,10.30,11.20,10.00,0.29,0.23,0.80,23.00,0.66,0.26,0.39,108.00,3.09,0.89,0.29,3.74,1.14,0.42,0.44,3.40,3.20,9.10,0.90,6.40,0.34,0.20,0.49,4.70,96.90,112.90,6.63,4.97
Gary Clark,Den,F,26.50,2.00,2.10,4.30,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.50,13.80,0.00,0.00,0.00,0.00,0.00,0.00,,,-10.83,-8.12
Gary Clark,Phi,F,26.50,2.00,6.40,13.30,3.40,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,8.60,0.50,9.10,0.50,0.00,0.00,0.00,56.90,100.40,2.06,1.55
Jordan Clarkson,Uta,G,28.94,68.00,26.70,55.70,29.80,9.20,144.00,2.12,1.90,0.90,476.00,7.00,3.66,0.52,599.00,8.81,3.06,0.35,15.81,6.72,0.52,0.55,18.40,4.00,8.00,2.50,15.30,0.90,0.15,1.69,8.50,108.90,105.20,21.33,16.00
Nicolas Claxton,Bro,F-C,22.08,32.00,18.60,38.70,14.00,9.40,64.00,2.00,0.97,0.48,140.00,4.38,2.78,0.64,5.00,0.16,0.03,0.20,4.53,2.81,0.62,0.61,6.60,5.20,15.40,0.90,6.40,0.72,1.25,0.56,6.70,123.50,102.10,20.03,15.02
Amir Coffey,Lac,G-F,23.92,44.00,9.00,18.70,15.10,11.10,38.00,0.86,0.61,0.71,47.00,1.07,0.50,0.47,56.00,1.27,0.52,0.41,2.34,1.02,0.55,0.59,3.20,1.00,6.30,0.50,7.40,0.23,0.00,0.34,5.20,114.50,108.00,9.66,7.25
John Collins,Atl,F-C,23.65,63.00,29.30,61.10,22.20,8.90,204.00,3.24,2.70,0.83,563.00,8.94,5.50,0.62,208.00,3.30,1.32,0.40,12.24,6.81,0.61,0.65,17.60,7.40,13.80,1.20,6.90,0.54,1.00,1.33,7.40,124.30,104.10,24.82,18.61
Mike Conley,Uta,G,33.60,51.00,29.40,61.20,23.10,12.40,142.00,2.78,2.37,0.85,305.00,5.98,2.86,0.48,335.00,6.57,2.71,0.41,12.55,5.57,0.55,0.59,16.20,3.50,6.20,6.00,30.60,1.37,0.18,1.94,9.50,122.30,104.60,23.03,17.28
Pat Connaughton,Mil,G,28.36,69.00,22.80,47.50,11.60,7.50,40.00,0.58,0.45,0.78,115.00,1.67,0.97,0.58,272.00,3.94,1.46,0.37,5.61,2.43,0.57,0.58,6.80,4.80,11.10,1.20,6.30,0.68,0.33,0.48,6.00,120.20,107.60,13.96,10.47
Quinn Cook,Lal,G,28.15,16.00,3.90,8.10,21.80,9.60,5.00,0.31,0.25,0.80,13.00,0.81,0.44,0.54,13.00,0.81,0.31,0.39,1.63,0.75,0.56,0.59,2.10,0.30,4.50,0.30,12.50,0.06,0.06,0.19,5.90,,,9.05,6.78
Quinn Cook,Cle,G,28.15,7.00,13.60,28.40,21.60,8.50,3.00,0.43,0.43,1.00,29.00,4.14,1.57,0.38,13.00,1.86,0.86,0.46,6.00,2.43,0.48,0.50,6.10,1.70,7.00,1.90,22.10,0.43,0.00,0.57,7.90,104.90,109.70,14.39,10.79
Tyler Cook,Bro,F,23.65,4.00,4.20,8.60,10.50,25.00,0.00,0.00,0.00,0.00,3.00,0.75,0.25,0.33,0.00,0.00,0.00,0.00,0.75,0.25,0.33,0.33,0.50,0.50,6.70,0.50,14.50,0.00,0.00,0.25,4.80,88.00,108.10,-4.05,-3.04
Tyler Cook,Det,F,23.65,28.00,15.00,31.30,14.20,15.40,35.00,1.25,0.61,0.49,98.00,3.50,2.39,0.68,2.00,0.07,0.04,0.50,3.57,2.43,0.69,0.67,5.50,3.40,12.40,0.50,5.60,0.29,0.07,0.75,5.60,117.20,107.80,14.61,10.96
DeMarcus Cousins,Hou,C,30.76,25.00,20.20,42.20,23.10,14.20,59.00,2.36,1.76,0.75,94.00,3.76,1.60,0.43,116.00,4.64,1.56,0.34,8.40,3.16,0.47,0.51,9.60,7.60,20.10,2.40,18.00,0.84,0.72,1.56,11.10,101.70,97.70,21.14,15.86
DeMarcus Cousins,Lac,C,30.76,16.00,12.90,26.90,27.80,19.30,22.00,1.38,0.94,0.68,76.00,4.75,2.69,0.57,19.00,1.19,0.50,0.42,5.94,3.19,0.58,0.60,7.80,4.50,19.60,1.00,12.40,0.81,0.38,1.56,10.20,106.10,92.00,23.54,17.65
Robert Covington,Por,F,30.42,70.00,32.00,66.80,11.50,10.70,62.00,0.89,0.71,0.81,153.00,2.19,0.99,0.45,356.00,5.09,1.93,0.38,7.27,2.91,0.53,0.55,8.50,6.70,11.10,1.70,6.80,1.44,1.20,0.91,5.70,112.20,107.80,14.39,10.80
Torrey Craig,Mil,F,30.41,18.00,11.20,23.30,10.80,9.60,2.00,0.11,0.06,0.50,24.00,1.33,0.56,0.42,22.00,1.22,0.44,0.36,2.56,1.00,0.48,0.48,2.50,2.40,11.20,0.90,9.50,0.50,0.39,0.28,6.30,112.30,101.20,11.42,8.57
Torrey Craig,Pho,F,30.41,32.00,18.80,39.20,15.50,9.50,20.00,0.63,0.50,0.80,97.00,3.03,1.88,0.62,84.00,2.63,0.97,0.37,5.66,2.84,0.59,0.60,7.20,4.80,14.50,1.00,7.40,0.59,0.59,0.63,6.90,121.20,102.90,17.82,13.36
Jae Crowder,Pho,F,30.86,60.00,27.50,57.20,15.70,9.50,75.00,1.25,0.95,0.76,112.00,1.87,0.85,0.46,380.00,6.33,2.46,0.39,8.20,3.31,0.56,0.57,10.10,4.70,9.70,2.10,10.00,0.82,0.43,0.92,6.70,112.90,106.40,15.10,11.32
Jarrett Culver,Min,G-F,22.24,34.00,14.70,30.60,18.20,12.90,48.00,1.41,0.85,0.60,115.00,3.38,1.65,0.49,53.00,1.56,0.38,0.25,4.94,2.03,0.45,0.48,5.30,3.10,11.30,0.70,6.80,0.50,0.26,0.82,6.10,95.30,106.60,11.00,8.25
Seth Curry,Phi,G,30.73,57.00,28.70,59.90,17.10,10.00,77.00,1.35,1.21,0.90,272.00,4.77,2.31,0.49,280.00,4.91,2.21,0.45,9.68,4.52,0.58,0.61,12.50,2.40,4.60,2.70,13.60,0.77,0.14,1.14,6.00,117.70,107.70,15.82,11.86
Stephen Curry,Gol,G,33.17,63.00,34.20,71.10,34.80,12.20,395.00,6.27,5.74,0.92,564.00,8.95,5.09,0.57,801.00,12.71,5.35,0.42,21.67,10.45,0.61,0.66,32.00,5.50,8.60,5.80,30.50,1.21,0.13,3.38,11.80,118.80,108.60,34.28,25.71
Nate Darling,Cha,G,22.71,7.00,3.70,7.80,15.40,10.70,3.00,0.43,0.43,1.00,0.00,0.00,0.00,0.00,7.00,1.00,0.29,0.29,1.00,0.29,0.43,0.54,1.30,0.10,2.10,0.10,5.10,0.00,0.14,0.14,2.50,,,0.30,0.23
Anthony Davis,Lal,F-C,28.18,36.00,32.30,67.20,29.20,9.50,214.00,5.94,4.39,0.74,513.00,14.25,7.64,0.54,100.00,2.78,0.72,0.26,17.03,8.36,0.51,0.56,21.80,7.90,13.80,3.10,16.40,1.25,1.64,2.06,10.00,110.00,103.10,26.69,20.02
Ed Davis,Min,C-F,31.95,23.00,13.00,27.10,7.90,12.40,12.00,0.52,0.43,0.83,44.00,1.91,0.83,0.43,0.00,0.00,0.00,0.00,1.91,0.83,0.43,0.49,2.10,5.00,20.80,0.90,9.00,0.57,0.57,0.30,6.50,127.70,95.90,14.90,11.17
Terence Davis,Tor,G,24.00,34.00,14.50,30.20,21.60,11.70,18.00,0.53,0.47,0.89,88.00,2.59,1.27,0.49,122.00,3.59,1.30,0.36,6.18,2.56,0.52,0.54,6.90,1.90,7.40,1.10,11.50,0.50,0.21,0.85,6.70,100.60,107.20,13.97,10.47
Terence Davis,Sac,G,24.00,27.00,21.50,44.80,22.00,11.50,37.00,1.37,1.07,0.78,101.00,3.74,2.00,0.54,145.00,5.37,2.00,0.37,9.11,4.00,0.55,0.57,11.10,3.30,8.40,1.70,11.30,1.04,0.26,1.26,7.40,106.50,111.00,18.07,13.55
Gabriel Deck,Okc,F,26.27,10.00,21.20,44.10,16.60,7.30,22.00,2.20,1.80,0.82,52.00,5.20,3.00,0.58,15.00,1.50,0.20,0.13,6.70,3.20,0.49,0.55,8.40,4.00,9.80,2.40,17.30,0.80,0.00,0.60,8.20,121.00,113.10,17.66,13.24
Dewayne Dedmon,Mia,C,31.76,16.00,13.20,27.40,19.30,14.50,27.00,1.69,1.25,0.74,60.00,3.75,2.81,0.75,5.00,0.31,0.06,0.20,4.06,2.88,0.72,0.74,7.10,5.40,23.40,0.80,9.60,0.56,0.38,0.81,9.50,134.80,90.50,28.05,21.03
Matthew Dellavedova,Cle,G,30.69,13.00,17.20,35.90,12.40,9.40,4.00,0.31,0.31,1.00,31.00,2.38,0.77,0.32,25.00,1.92,0.31,0.16,4.31,1.08,0.29,0.31,2.80,1.80,6.00,4.50,35.20,0.31,0.08,0.46,6.60,100.30,110.20,8.95,6.71
DeMar DeRozan,San,G-F,31.78,61.00,33.70,70.20,26.10,9.70,440.00,7.21,6.35,0.88,846.00,13.87,7.14,0.52,74.00,1.21,0.31,0.26,15.08,7.45,0.51,0.59,21.60,4.20,6.70,6.90,32.00,0.92,0.25,1.95,10.20,121.60,110.70,26.46,19.84
Mamadi Diakite,Mil,F,24.32,14.00,10.10,21.00,14.60,6.10,14.00,1.00,0.79,0.79,32.00,2.29,1.07,0.47,8.00,0.57,0.07,0.13,2.86,1.14,0.41,0.48,3.10,2.40,12.70,0.60,6.90,0.50,0.43,0.21,6.50,109.00,100.60,13.92,10.44
Hamidou Diallo,Okc,G,22.80,32.00,23.80,49.50,22.50,12.10,132.00,4.13,2.59,0.63,256.00,8.00,4.10,0.51,41.00,1.28,0.38,0.29,9.28,4.47,0.50,0.54,11.90,5.20,11.30,2.40,16.40,0.97,0.38,1.53,8.90,105.80,104.30,19.20,14.40
Hamidou Diallo,Det,G,22.80,20.00,23.30,48.50,21.60,11.70,68.00,3.40,2.25,0.66,132.00,6.60,3.25,0.49,41.00,2.05,0.80,0.39,8.65,4.05,0.51,0.55,11.20,5.40,12.80,1.20,8.30,0.50,0.60,1.35,7.20,104.50,103.60,17.07,12.81
Gorgui Dieng,Mem,C,31.33,22.00,16.90,35.20,16.90,14.80,43.00,1.95,1.73,0.88,60.00,2.73,1.50,0.55,48.00,2.18,1.05,0.48,4.91,2.55,0.63,0.68,7.90,4.50,14.00,1.30,10.60,0.77,0.64,1.00,8.50,126.80,102.20,22.58,16.93
Gorgui Dieng,San,C,31.33,16.00,11.30,23.60,18.10,13.20,24.00,1.50,1.25,0.83,33.00,2.06,1.38,0.67,22.00,1.38,0.44,0.32,3.44,1.81,0.59,0.65,5.30,2.60,12.30,1.20,14.90,0.56,0.13,0.63,9.00,125.20,103.70,20.86,15.64
Spencer Dinwiddie,Bro,G,28.11,3.00,21.40,44.70,16.00,21.20,6.00,2.00,2.00,1.00,9.00,3.00,1.33,0.44,7.00,2.33,0.67,0.29,5.33,2.00,0.44,0.54,6.70,4.30,11.20,3.00,17.50,0.67,0.33,1.67,8.30,102.00,108.50,13.79,10.35
Donte DiVincenzo,Mil,G,24.29,66.00,27.50,57.30,16.70,12.70,71.00,1.08,0.77,0.72,257.00,3.89,1.85,0.48,346.00,5.24,1.99,0.38,9.14,3.84,0.53,0.54,10.40,5.80,11.00,3.10,14.20,1.09,0.23,1.39,8.30,111.10,107.30,16.43,12.32
Luka Doncic,Dal,F-G,22.21,66.00,34.30,71.40,36.00,15.30,471.00,7.14,5.21,0.73,803.00,12.17,6.90,0.57,548.00,8.30,2.91,0.35,20.47,9.80,0.55,0.59,27.70,8.00,12.80,8.60,44.10,0.97,0.55,4.26,14.50,113.70,107.30,31.16,23.37
Luguentz Dort,Okc,G,22.08,52.00,29.70,61.80,21.70,10.00,164.00,3.15,2.35,0.74,310.00,5.96,2.58,0.43,329.00,6.33,2.17,0.34,12.29,4.75,0.48,0.51,14.00,3.60,6.40,1.70,8.80,0.87,0.37,1.52,5.90,99.90,109.30,13.59,10.19
Damyean Dotson,Cle,G,27.03,46.00,19.70,41.10,16.90,12.00,36.00,0.78,0.52,0.67,134.00,2.91,1.59,0.55,159.00,3.46,1.00,0.29,6.37,2.59,0.49,0.50,6.70,2.00,5.70,2.00,15.10,0.35,0.09,0.91,6.10,98.90,115.00,10.08,7.56
Devon Dotson,Chi,G,21.79,11.00,4.60,9.50,18.10,0.00,0.00,0.00,0.00,0.00,14.00,1.27,0.91,0.71,7.00,0.64,0.09,0.14,1.91,1.00,0.55,0.55,2.10,0.50,5.50,0.60,21.30,0.36,0.00,0.00,7.50,125.60,108.00,15.74,11.81
Sekou Doumbouya,Det,F,20.40,56.00,15.50,32.30,17.80,12.40,64.00,1.14,0.80,0.70,167.00,2.98,1.45,0.49,115.00,2.05,0.46,0.23,5.04,1.91,0.43,0.46,5.10,2.60,9.20,0.80,8.00,0.43,0.16,0.79,5.70,92.50,105.10,8.75,6.56
PJ Dozier,Den,G-F,24.56,50.00,21.80,45.40,17.20,10.90,66.00,1.32,0.84,0.64,205.00,4.10,2.02,0.49,149.00,2.98,0.94,0.32,7.08,2.96,0.48,0.50,7.70,3.60,9.50,1.80,11.20,0.62,0.44,0.94,6.80,103.50,107.80,12.87,9.65
Goran Dragic,Mia,G,35.03,50.00,26.70,55.70,24.50,16.40,122.00,2.44,2.02,0.83,310.00,6.20,2.98,0.48,244.00,4.88,1.82,0.37,11.08,4.80,0.52,0.55,13.40,3.30,7.20,4.40,25.90,0.66,0.14,2.38,8.70,104.20,106.60,16.95,12.71
Andre Drummond,Cle,C,27.77,25.00,28.90,60.20,31.30,15.60,129.00,5.16,3.08,0.60,372.00,14.88,7.20,0.48,8.00,0.32,0.00,0.00,15.20,7.20,0.47,0.50,17.50,13.50,26.00,2.60,16.20,1.60,1.16,3.24,11.80,96.90,100.80,25.08,18.81
Andre Drummond,Lal,C,27.77,21.00,24.80,51.60,22.50,16.00,76.00,3.62,2.19,0.61,192.00,9.14,4.85,0.53,0.00,0.00,0.00,0.00,9.14,4.85,0.53,0.55,11.90,10.20,23.10,1.40,9.00,1.10,0.95,2.05,8.90,106.10,89.50,22.30,16.73
Jared Dudley,Lal,F,35.85,12.00,6.70,14.00,5.90,18.20,0.00,0.00,0.00,0.00,3.00,0.25,0.00,0.00,6.00,0.50,0.17,0.33,0.75,0.17,0.33,0.33,0.50,1.80,14.60,0.40,7.60,0.08,0.08,0.17,4.20,93.20,100.70,2.80,2.10
Kris Dunn,Atl,G,27.16,4.00,11.40,23.60,16.10,17.90,4.00,1.00,0.75,0.75,10.00,2.50,0.25,0.10,2.00,0.50,0.00,0.00,3.00,0.25,0.08,0.18,1.30,1.50,7.20,0.50,5.40,0.50,0.50,0.75,3.50,40.90,91.40,-2.89,-2.17
Kevin Durant,Bro,F,32.63,35.00,33.10,68.90,31.20,14.50,238.00,6.80,6.00,0.88,414.00,11.83,6.83,0.58,189.00,5.40,2.43,0.45,17.23,9.26,0.61,0.67,26.90,7.10,11.80,5.60,27.50,0.71,1.29,3.43,12.40,121.40,109.30,33.15,24.86
Anthony Edwards,Min,G,19.78,72.00,32.10,67.00,27.00,10.80,272.00,3.78,2.93,0.78,690.00,9.58,4.64,0.48,520.00,7.22,2.38,0.33,16.81,7.01,0.49,0.52,19.30,4.70,7.90,2.90,14.60,1.14,0.49,2.24,8.00,101.40,113.60,18.52,13.89
Carsen Edwards,Bos,G,23.18,31.00,8.90,18.50,19.30,5.70,13.00,0.42,0.35,0.85,48.00,1.55,0.94,0.60,63.00,2.03,0.58,0.29,3.58,1.52,0.51,0.53,4.00,0.80,5.30,0.50,7.40,0.23,0.03,0.23,5.30,107.50,108.80,10.93,8.20
CJ Elleby,Por,F-G,20.92,30.00,6.40,13.40,17.40,6.40,15.00,0.50,0.37,0.73,32.00,1.07,0.60,0.56,34.00,1.13,0.23,0.21,2.20,0.83,0.43,0.47,2.30,1.10,8.90,0.30,7.10,0.20,0.10,0.17,5.70,104.40,104.70,8.03,6.02
Henry Ellenson,Tor,F-C,24.34,2.00,19.20,40.00,17.70,0.00,4.00,2.00,1.50,0.75,5.00,2.50,1.50,0.60,9.00,4.50,1.00,0.22,7.00,2.50,0.43,0.48,7.50,6.00,17.20,2.50,18.70,0.00,0.50,0.00,10.10,120.50,95.90,18.62,13.97
Wayne Ellington,Det,G,33.46,46.00,22.00,45.80,16.70,8.50,35.00,0.76,0.61,0.80,63.00,1.37,0.72,0.52,275.00,5.98,2.52,0.42,7.35,3.24,0.61,0.63,9.60,1.80,4.70,1.50,10.20,0.39,0.20,0.72,5.40,117.80,112.50,14.64,10.98
Joel Embiid,Phi,C-F,27.17,51.00,31.10,64.80,35.30,12.20,548.00,10.75,9.23,0.86,745.00,14.61,7.90,0.54,154.00,3.02,1.14,0.38,17.63,9.04,0.55,0.64,28.50,10.50,18.70,2.80,16.20,0.98,1.35,3.12,12.10,120.80,100.10,36.60,27.45
James Ennis III,Orl,F,30.88,41.00,24.10,50.10,13.90,11.60,87.00,2.12,1.71,0.81,139.00,3.39,1.71,0.50,104.00,2.54,1.10,0.43,5.93,2.81,0.57,0.61,8.40,4.00,8.70,1.50,9.30,0.78,0.17,0.90,6.10,119.40,108.50,14.76,11.07
Drew Eubanks,San,F-C,24.29,54.00,14.00,29.10,17.10,15.20,106.00,1.96,1.43,0.73,203.00,3.76,2.11,0.56,2.00,0.04,0.04,1.00,3.80,2.15,0.57,0.62,5.80,4.50,17.00,0.80,7.80,0.33,0.91,0.83,7.90,118.20,101.70,20.13,15.10
Dante Exum,Cle,G,25.84,6.00,19.40,40.30,12.70,20.70,2.00,0.33,0.17,0.50,15.00,2.50,1.33,0.53,11.00,1.83,0.33,0.18,4.33,1.67,0.42,0.43,3.80,2.80,8.20,2.20,15.70,0.67,0.33,1.17,5.90,86.40,109.60,7.82,5.86
Tacko Fall,Bos,C,25.43,18.00,7.50,15.70,13.20,14.40,15.00,0.83,0.28,0.33,29.00,1.61,1.17,0.72,0.00,0.00,0.00,0.00,1.61,1.17,0.72,0.66,2.60,2.90,21.40,0.20,3.10,0.06,1.11,0.33,6.10,123.10,96.30,20.24,15.18
Derrick Favors,Uta,F,29.84,68.00,15.30,31.80,13.00,11.50,80.00,1.18,0.87,0.74,241.00,3.54,2.28,0.64,2.00,0.03,0.00,0.00,3.57,2.28,0.64,0.66,5.40,5.50,19.20,0.60,6.00,0.47,1.00,0.53,6.80,136.60,94.20,21.31,15.98
Cristiano Felicio,Chi,F-C,28.86,18.00,4.60,9.70,12.50,16.60,16.00,0.89,0.50,0.56,11.00,0.61,0.39,0.64,2.00,0.11,0.00,0.00,0.72,0.39,0.54,0.57,1.30,1.40,17.20,0.50,13.60,0.22,0.00,0.22,8.40,124.20,100.30,11.05,8.28
Terrance Ferguson,Phi,G,23.00,13.00,3.80,7.90,9.60,36.40,0.00,0.00,0.00,0.00,2.00,0.15,0.08,0.50,5.00,0.38,0.00,0.00,0.54,0.08,0.14,0.14,0.20,0.10,1.10,0.20,4.90,0.08,0.00,0.31,1.70,,,-12.81,-9.61
Bruno Fernando,Atl,F-C,22.75,33.00,6.80,14.30,14.40,28.10,22.00,0.67,0.45,0.68,42.00,1.27,0.55,0.43,2.00,0.06,0.00,0.00,1.33,0.55,0.41,0.48,1.50,2.40,18.90,0.30,5.80,0.12,0.09,0.64,6.00,85.60,102.20,5.74,4.30
Yogi Ferrell,Cle,G,28.02,2.00,20.30,42.20,26.80,12.10,2.00,1.00,0.00,0.00,12.00,6.00,2.50,0.42,9.00,4.50,1.50,0.33,10.50,4.00,0.45,0.43,9.50,3.50,9.60,2.50,20.60,1.50,0.50,1.50,8.60,90.20,105.50,14.66,10.99
